Ano,IdServicio,servicio_salud,IdComuna,comuna,IdEstablecimiento,establecimiento,tipo_establecimiento,dependencia,nivel_atencion,estado_funcionamiento,es_aps,numerador,rem_reporta,denominador,denominador_directo,indicador_id,nombre_indicador,grupo_indicador,unidad,estado_calculo,metodo_calculo
2024,13,Servicio de Salud Metropolitano Sur,13402,Buin,113402,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,826.0,True,1583.964,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,13,Servicio de Salud Metropolitano Sur,13402,Buin,113404,Posta de Salud Rural Valdivia de Paine,Posta de Salud Rural (PSR),Municipal,Primario,Vigente en Operación Habitual,True,396.0,True,808.68,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,13,Servicio de Salud Metropolitano Sur,13402,Buin,113405,Posta de Salud Rural Viluco,Posta de Salud Rural (PSR),Municipal,Primario,Vigente en Operación Habitual,True,483.0,True,1245.312,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,13,Servicio de Salud Metropolitano Sur,13402,Buin,113406,Posta de Salud Rural El Recurso,Posta de Salud Rural (PSR),Municipal,Primario,Vigente en Operación Habitual,True,210.0,True,353.28,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,13,Servicio de Salud Metropolitano Sur,13402,Buin,113407,Posta de Salud Rural Los Morros,Posta de Salud Rural (PSR),Municipal,Primario,Vigente en Operación Habitual,True,358.0,True,731.676,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,13,Servicio de Salud Metropolitano Sur,13402,Buin,113790,Centro Comunitario de Salud Familiar Dr. Héctor García,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,434.0,True,1229.028,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,13,Servicio de Salud Metropolitano Sur,13403,Calera de Tango,113321,Centro de Salud Familiar Calera de Tango,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,855.0,True,1940.004,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,13,Servicio de Salud Metropolitano Sur,13403,Calera de Tango,113334,Centro de Salud Familiar Los Bajos de San Agustín,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,1019.0,True,2414.724,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,13,Servicio de Salud Metropolitano Sur,13403,Calera de Tango,113413,Posta de Salud Rural Santa Inés,Posta de Salud Rural (PSR),Municipal,Primario,Vigente en Operación Habitual,True,0.0,False,16.56,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,13,Servicio de Salud Metropolitano Sur,13404,Paine,113318,Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine),Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,3783.0,True,8975.52,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,13,Servicio de Salud Metropolitano Sur,13404,Paine,113319,Centro de Salud Familiar Dr. Raúl Moya,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,1598.0,True,3247.968,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,13,Servicio de Salud Metropolitano Sur,13404,Paine,113408,Posta de Salud Rural Pintué,Posta de Salud Rural (PSR),Municipal,Primario,Vigente en Operación Habitual,True,317.0,True,612.168,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,13,Servicio de Salud Metropolitano Sur,13404,Paine,113409,Posta de Salud Rural Huelquén,Posta de Salud Rural (PSR),Municipal,Primario,Vigente en Operación Habitual,True,1043.0,True,1816.08,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,13,Servicio de Salud Metropolitano Sur,13404,Paine,113410,Posta de Salud Rural Rangue,Posta de Salud Rural (PSR),Municipal,Primario,Vigente en Operación Habitual,True,146.0,True,277.932,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,13,Servicio de Salud Metropolitano Sur,13404,Paine,113411,Posta de Salud Rural Abrantes,Posta de Salud Rural (PSR),Municipal,Primario,Vigente en Operación Habitual,True,363.0,True,651.636,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,13,Servicio de Salud Metropolitano Sur,13404,Paine,113412,Posta de Salud Rural Chada,Posta de Salud Rural (PSR),Municipal,Primario,Vigente en Operación Habitual,True,258.0,True,445.464,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,114302,Centro de Salud Familiar Los Castaños,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,2914.0,True,6851.424,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,114303,Centro de Salud Familiar Bellavista,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,3907.0,True,11145.984,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,114304,Centro de Salud Familiar Villa O'Higgins,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,2097.0,True,7691.016,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,114305,Centro de Salud Familiar Los Quillayes,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,2901.0,True,10255.056,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,114316,Centro de Salud Familiar Dr. Fernando Maffioletti,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,3320.0,True,9582.72,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,114324,Centro de Salud Familiar Santa Amalia,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,4859.0,True,10827.756,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,114330,Centro de Salud Familiar Trinidad,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,0.0,False,6171.912,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,114331,Centro de Salud Familiar La Florida,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,4123.0,True,10128.924,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,114334,Centro de Salud Familiar José Alvo,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,2701.0,True,7125.492,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,114409,Posta de Salud Rural Las Perdices,Posta de Salud Rural (PSR),Municipal,Primario,Vigente en Operación Habitual,True,0.0,False,3.588,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,200475,Centro Comunitario de Salud Familiar Las Lomas,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,591.0,True,0.0,False,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,113307,Centro de Salud Familiar Padre Esteban Gumucio Vives,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,3392.0,True,6913.248,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,114306,Centro de Salud Familiar La Granja,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,2927.0,True,12662.88,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,114315,Centro de Salud Familiar Malaquías Concha,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,1848.0,True,4205.964,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,114325,Centro de Salud Familiar Granja Sur,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,3862.0,True,9994.512,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,114706,Centro Comunitario de Salud Familiar Millalemu,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,507.0,True,13.248,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,114796,Centro Comunitario de Salud Familiar San Gregorio,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,335.0,True,21.528,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,114308,Centro de Salud Familiar San Rafael,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,1786.0,True,6003.552,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,114309,Centro de Salud Familiar Pablo de Rokha,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,2269.0,True,6391.332,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,114311,Centro de Salud Familiar Santiago de Nueva Extremadura,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,1745.0,True,5094.96,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,114317,Centro de Salud Familiar Santo Tomás,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,1604.0,True,5274.36,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,114318,Centro de Salud Familiar Flor Fernández,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,1091.0,True,2540.856,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,114319,Centro de Salud Familiar El Roble,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,2255.0,True,7209.672,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,114327,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,Centro de Salud Familiar (CESFAM),Delegado,Primario,Vigente en Operación Habitual,True,940.0,True,3751.668,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13131,San Ramón,114307,Centro de Salud Familiar La Bandera,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,2125.0,True,5376.48,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13131,San Ramón,114314,Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón),Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,2411.0,True,5976.504,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13131,San Ramón,114328,Centro de Salud Familiar Poetisa Gabriela Mistral,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,2485.0,True,6882.06,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13131,San Ramón,114714,Centro Comunitario de Salud Familiar Modelo,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,869.0,True,610.236,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114301,Centro de Salud Familiar Dr. Alejandro del Río,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,0.0,False,20098.32,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114312,Centro de Salud Familiar San Gerónimo,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,3668.0,True,11179.104,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114313,Centro de Salud Familiar Vista Hermosa,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,1003.0,True,4050.3,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114320,Centro de Salud Familiar Bernardo Leighton,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,3344.0,True,10332.888,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114321,Centro de Salud Familiar Cardenal Silva Henríquez,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,2392.0,True,7659.0,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114322,Centro de Salud Familiar Padre Manuel Villaseca,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,3982.0,True,17245.032,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114323,Centro de Salud Familiar Madre Teresa de Calcuta Red de Salud UC CHRISTUS,Centro de Salud Familiar (CESFAM),Delegado,Primario,Vigente en Operación Habitual,True,1398.0,True,4985.112,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114326,Centro de Salud Familiar Karol Wojtyla,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,1621.0,True,6954.648,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114329,Centro de Salud Familiar San Alberto Hurtado Red de Salud UC CHRISTUS,Centro de Salud Familiar (CESFAM),Delegado,Primario,Vigente en Operación Habitual,True,1547.0,True,5156.508,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114332,Centro de Salud Familiar Laurita Vicuña,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,2328.0,True,7381.344,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,114310,Centro de Salud Familiar Dr. José Manuel Balmaceda,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,1410.0,True,2582.256,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,114333,Centro de Salud Rural El Principal,Consultorio General Rural (CGR),Municipal,Primario,Vigente en Operación Habitual,True,1228.0,True,2517.948,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,114401,Posta de Salud Rural Puntilla,Posta de Salud Rural (PSR),Municipal,Primario,Vigente en Operación Habitual,True,229.0,True,397.44,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,114403,Posta de Salud Rural Santa Rita,Posta de Salud Rural (PSR),Municipal,Primario,Vigente en Operación Habitual,True,61.0,True,58.788,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,114406,Posta de Salud Rural San Vicente,Posta de Salud Rural (PSR),Municipal,Primario,Vigente en Operación Habitual,True,124.0,True,107.088,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,114102,Hospital San José de Maipo,Hospital,Servicio de Salud,Terciario,Vigente en Operación Habitual,False,1103.0,True,0.0,False,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,114407,Posta de Salud Rural Las Vertientes,Posta de Salud Rural (PSR),Municipal,Primario,Vigente en Operación Habitual,True,335.0,True,526.056,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,114408,Posta de Salud Rural El Volcán,Posta de Salud Rural (PSR),Municipal,Primario,Vigente en Operación Habitual,True,33.0,True,4.692,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,114410,Posta de Salud Rural San Gabriel,Posta de Salud Rural (PSR),Municipal,Primario,Vigente en Operación Habitual,True,47.0,True,65.136,True,3,Cobertura efectiva (tasa de control poblacional) de HTA,HTA y HEARTS,%,calculado,"Mes 12, Col01 total; numerador con todos los reportantes REM P4 RM y denominador PIV APS."
2024,09,Servicio de Salud Metropolitano Norte,13104,Conchalí,109302,Centro de Salud Familiar Lucas Sierra,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,389.0,True,3297.0,True,4,"Porcentaje de personas con diagnóstico de HTA, muy descompensadas",HTA y HEARTS,%,calculado,"Mes 12, Col01 total."
2024,09,Servicio de Salud Metropolitano Norte,13104,Conchalí,109308,Centro de Salud Familiar Alberto Bachelet Martínez,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,136.0,True,4080.0,True,4,"Porcentaje de personas con diagnóstico de HTA, muy descompensadas",HTA y HEARTS,%,calculado,"Mes 12, Col01 total."
2024,09,Servicio de Salud Metropolitano Norte,13104,Conchalí,109309,Centro de Salud Familiar José Symon Ojeda,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,60.0,True,3269.0,True,4,"Porcentaje de personas con diagnóstico de HTA, muy descompensadas",HTA y HEARTS,%,calculado,"Mes 12, Col01 total."
2024,09,Servicio de Salud Metropolitano Norte,13104,Conchalí,109314,Centro de Salud Familiar Juanita Aguirre,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,63.0,True,4649.0,True,4,"Porcentaje de personas con diagnóstico de HTA, muy descompensadas",HTA y HEARTS,%,calculado,"Mes 12, Col01 total."
2024,09,Servicio de Salud Metropolitano Norte,13104,Conchalí,109709,Centro Comunitario de Salud Familiar Dr. José Symón Ojeda,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,18.0,True,1465.0,True,4,"Porcentaje de personas con diagnóstico de HTA, muy descompensadas",HTA y HEARTS,%,calculado,"Mes 12, Col01 total."
2024,09,Servicio de Salud Metropolitano Norte,13104,Conchalí,200347,Centro Comunitario de Salud Familiar Alberto Bachelet,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,62.0,True,898.0,True,4,"Porcentaje de personas con diagnóstico de HTA, muy descompensadas",HTA y HEARTS,%,calculado,"Mes 12, Col01 total."
2024,09,Servicio de Salud Metropolitano Norte,13104,Conchalí,200609,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,61.0,True,862.0,True,4,"Porcentaje de personas con diagnóstico de HTA, muy descompensadas",HTA y HEARTS,%,calculado,"Mes 12, Col01 total."
