AnoIndicador,AnoInscritos,BasePago,IdEstablecimiento,IdEstablecimiento_denominador_original,servicio_salud_denominador,dependencia_denominador,comuna_denominador,establecimiento_denominador,poblacion_inscrita_validada_15_mas,poblacion_inscrita_validada_15_mas_hombres,poblacion_inscrita_validada_15_mas_mujeres,poblacion_estimada_hta_15_mas,poblacion_estimada_dm2_15_mas,EstablecimientoCodigoAntiguo_master,EstablecimientoCodigo_master,codigo_madre_master,RegionCodigo_master,RegionGlosa_master,IdServicio_master,servicio_salud_master,tipo_establecimiento_master,establecimiento_master,dependencia_master,nivel_atencion_master,IdComuna_master,comuna_master,estado_funcionamiento_master,es_aps,sin_match_master
2023,2022,2023,112717,112717,Servicio de Salud Metropolitano Oriente,Municipal,La Reina,Centro Comunitario de Salud Familiar Dragones de La Reina,12295,4513,7782,3393.42,1512.285,12-717,112717,112317,13,Metropolitana de Santiago,12,Servicio de Salud Metropolitano Oriente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Dragones de La Reina,Municipal,Primario,13113,La Reina,Vigente en Operación Habitual,True,False
2023,2022,2023,112799,112799,Servicio de Salud Metropolitano Oriente,Municipal,Lo Barnechea,Centro Comunitario de Salud Familiar Bicentenario,3,1,2,0.828,0.369,12-799,112799,112307,13,Metropolitana de Santiago,12,Servicio de Salud Metropolitano Oriente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Bicentenario,Municipal,Primario,13115,Lo Barnechea,Vigente en Operación Habitual,True,False
2023,2022,2023,113181,113181,Servicio de Salud Metropolitano Sur,Servicio de Salud,San Bernardo,Centro de Referencia de Salud El Pino,35,18,17,9.66,4.305,13-181,113181,113180,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Referencia de Salud (CRS),Centro de Referencia de Salud El Pino,Servicio de Salud,Secundario,13401,San Bernardo,Cerrado,False,False
2023,2022,2023,113300,113300,Servicio de Salud Metropolitano Sur,Municipal,San Miguel,Centro de Salud Familiar Barros Luco,35256,13941,21314,9730.656,4336.488,13-300,113300,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Barros Luco,Municipal,Primario,13130,San Miguel,Vigente en Operación Habitual,True,False
2023,2022,2023,113301,113301,Servicio de Salud Metropolitano Sur,Municipal,San Joaquín,Centro de Salud Familiar San Joaquín,15643,7110,8533,4317.468,1924.089,13-301,113301,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar San Joaquín,Municipal,Primario,13129,San Joaquín,Vigente en Operación Habitual,True,False
2023,2022,2023,113302,113302,Servicio de Salud Metropolitano Sur,Municipal,San Miguel,Centro de Salud Familiar Recreo,32169,14170,17997,8878.644,3956.787,13-302,113302,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Recreo,Municipal,Primario,13130,San Miguel,Vigente en Operación Habitual,True,False
2023,2022,2023,113303,113303,Servicio de Salud Metropolitano Sur,Municipal,Pedro Aguirre Cerda,Centro de Salud Familiar Amador Neghme,29248,14007,15241,8072.448,3597.504,13-303,113303,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Amador Neghme,Municipal,Primario,13121,Pedro Aguirre Cerda,Vigente en Operación Habitual,True,False
2023,2022,2023,113304,113304,Servicio de Salud Metropolitano Sur,Municipal,Pedro Aguirre Cerda,Consultorio Villa Sur,2091,1165,926,577.116,257.193,13-304,113304,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Villa Sur,Municipal,Primario,13121,Pedro Aguirre Cerda,Vigente en Operación Habitual,True,False
2023,2022,2023,113305,113305,Servicio de Salud Metropolitano Sur,Municipal,San Joaquín,Centro de Salud Familiar Arturo Baeza Goñi,13766,6721,7045,3799.416,1693.218,13-305,113305,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Arturo Baeza Goñi,Municipal,Primario,13129,San Joaquín,Vigente en Operación Habitual,True,False
2023,2022,2023,113306,113306,Servicio de Salud Metropolitano Sur,Municipal,Pedro Aguirre Cerda,Centro de Salud Familiar Padre Pierre Dubois,22390,10937,11453,6179.64,2753.97,13-306,113306,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Municipal,Primario,13121,Pedro Aguirre Cerda,Vigente en Operación Habitual,True,False
2023,2022,2023,113307,113307,Servicio de Salud Metropolitano Sur,Municipal,La Granja,Centro de Salud Familiar Padre Esteban Gumucio,24897,12592,12305,6871.572,3062.331,13-307,113307,,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Padre Esteban Gumucio Vives,Municipal,Primario,13111,La Granja,Vigente en Operación Habitual,True,False
2023,2022,2023,113308,113308,Servicio de Salud Metropolitano Sur,Municipal,Lo Espejo,Centro de Salud Familiar Clara Estrella,21276,10067,11209,5872.176,2616.948,13-308,113308,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Clara Estrella,Municipal,Primario,13116,Lo Espejo,Vigente en Operación Habitual,True,False
2023,2022,2023,113309,113309,Servicio de Salud Metropolitano Sur,Municipal,Lo Espejo,Centro de Salud Familiar Julio Acuña Pinzón,21414,10073,11341,5910.264,2633.922,13-309,113309,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Julio Acuña Pinzón,Municipal,Primario,13116,Lo Espejo,Vigente en Operación Habitual,True,False
2023,2022,2023,113310,113310,Servicio de Salud Metropolitano Sur,Municipal,Lo Espejo,Centro de Salud Familiar Mariela Salgado,21181,9984,11197,5845.956,2605.263,13-310,113310,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dra. Mariela Salgado Zepeda,Municipal,Primario,13116,Lo Espejo,Vigente en Operación Habitual,True,False
2023,2022,2023,113311,113311,Servicio de Salud Metropolitano Sur,Municipal,La Cisterna,Centro de Salud Familiar Santa Anselma,29399,12214,17185,8114.124,3616.077,13-311,113311,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Anselma,Municipal,Primario,13109,La Cisterna,Vigente en Operación Habitual,True,False
2023,2022,2023,113312,113312,Servicio de Salud Metropolitano Sur,Municipal,El Bosque,Centro de Salud Familiar Dr. Carlos Lorca,31994,14758,17236,8830.344,3935.262,13-312,113312,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Carlos Lorca Tobar,Municipal,Primario,13105,El Bosque,Vigente en Operación Habitual,True,False
2023,2022,2023,113313,113313,Servicio de Salud Metropolitano Sur,Municipal,San Bernardo,Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo),33171,15238,17932,9155.196,4080.033,13-313,113313,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo),Municipal,Primario,13401,San Bernardo,Vigente en Operación Habitual,True,False
2023,2022,2023,113314,113314,Servicio de Salud Metropolitano Sur,Municipal,El Bosque,Centro de Salud Familiar Cóndores de Chile,24823,11615,13206,6851.148,3053.229,13-314,113314,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Cóndores de Chile,Municipal,Primario,13105,El Bosque,Vigente en Operación Habitual,True,False
2023,2022,2023,113315,113315,Servicio de Salud Metropolitano Sur,Municipal,San Bernardo,Centro de Salud Familiar Confraternidad,19719,9085,10633,5442.444,2425.437,13-315,113315,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Confraternidad,Municipal,Primario,13401,San Bernardo,Vigente en Operación Habitual,True,False
2023,2022,2023,113316,113316,Servicio de Salud Metropolitano Sur,Municipal,San Bernardo,Centro de Salud Familiar Carol Urzúa de San Bernardo,28345,13043,15300,7823.22,3486.435,13-316,113316,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Carol Urzúa,Municipal,Primario,13401,San Bernardo,Vigente en Operación Habitual,True,False
2023,2022,2023,113317,113317,Servicio de Salud Metropolitano Sur,Municipal,El Bosque,Centro de Salud Familiar Santa Laura,21926,10313,11612,6051.576,2696.898,13-317,113317,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Laura,Municipal,Primario,13105,El Bosque,Vigente en Operación Habitual,True,False
2023,2022,2023,113318,113318,Servicio de Salud Metropolitano Sur,Municipal,Paine,Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine),31207,14967,16238,8613.132,3838.461,13-318,113318,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine),Municipal,Primario,13404,Paine,Vigente en Operación Habitual,True,False
2023,2022,2023,113319,113319,Servicio de Salud Metropolitano Sur,Municipal,Paine,Centro de Salud Familiar Dr. Raúl Moya,10496,5216,5280,2896.896,1291.008,13-319,113319,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Raúl Moya,Municipal,Primario,13404,Paine,Vigente en Operación Habitual,True,False
2023,2022,2023,113320,113320,Servicio de Salud Metropolitano Sur,Municipal,Buin,Centro de Salud Familiar Maipo,11318,5195,6123,3123.768,1392.114,13-320,113320,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Maipo,Municipal,Primario,13402,Buin,Vigente en Operación Habitual,True,False
2023,2022,2023,113321,113321,Servicio de Salud Metropolitano Sur,Municipal,Calera De Tango,Centro de Salud Familiar Calera de Tango,6865,3263,3602,1894.74,844.395,13-321,113321,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Calera de Tango,Municipal,Primario,13403,Calera de Tango,Vigente en Operación Habitual,True,False
2023,2022,2023,113322,113322,Servicio de Salud Metropolitano Sur,Municipal,San Joaquín,Centro de Salud Familiar Santa Teresa de Los Andes,22503,10591,11912,6210.828,2767.869,13-322,113322,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Teresa de Los Andes,Municipal,Primario,13129,San Joaquín,Vigente en Operación Habitual,True,False
2023,2022,2023,113323,113323,Servicio de Salud Metropolitano Sur,Municipal,El Bosque,Centro de Salud Familiar Dr. Mario Salcedo,18030,8228,9800,4976.28,2217.69,13-323,113323,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Mario Salcedo,Municipal,Primario,13105,El Bosque,Vigente en Operación Habitual,True,False
2023,2022,2023,113324,113324,Servicio de Salud Metropolitano Sur,Municipal,El Bosque,Centro de Salud Familiar Dra. Haydeé López Casoou,25252,12698,12553,6969.552,3105.996,13-324,113324,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dra. Haydeé López Casoou,Municipal,Primario,13105,El Bosque,Vigente en Operación Habitual,True,False
2023,2022,2023,113326,113326,Servicio de Salud Metropolitano Sur,Municipal,La Cisterna,Centro de Salud Familiar Eduardo Frei Montalva,24998,11123,13873,6899.448,3074.754,13-326,113326,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Eduardo Frei Montalva,Municipal,Primario,13109,La Cisterna,Vigente en Operación Habitual,True,False
2023,2022,2023,113328,113328,Servicio de Salud Metropolitano Sur,Municipal,San Bernardo,Centro de Salud Familiar Joan Alsina,32462,14076,18386,8959.512,3992.826,13-328,113328,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Padre Joan Alsina,Municipal,Primario,13401,San Bernardo,Vigente en Operación Habitual,True,False
2023,2022,2023,113329,113329,Servicio de Salud Metropolitano Sur,Municipal,El Bosque,Centro de Salud Familiar Orlando Letelier,20305,9556,10748,5604.18,2497.515,13-329,113329,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Canciller Orlando Letelier,Municipal,Primario,13105,El Bosque,Vigente en Operación Habitual,True,False
2023,2022,2023,113330,113330,Servicio de Salud Metropolitano Sur,Municipal,San Bernardo,Centro de Salud Familiar Raúl Brañes F.,27252,12406,14845,7521.552,3351.996,13-330,113330,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Raúl Brañes F.,Municipal,Primario,13401,San Bernardo,Vigente en Operación Habitual,True,False
2023,2022,2023,113331,113331,Servicio de Salud Metropolitano Sur,Municipal,Pedro Aguirre Cerda,Centro de Salud Familiar Edgardo Enríquez,23548,10647,12900,6499.248,2896.404,13-331,113331,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Edgardo Enríquez Fröedden,Municipal,Primario,13121,Pedro Aguirre Cerda,Vigente en Operación Habitual,True,False
2023,2022,2023,113332,113332,Servicio de Salud Metropolitano Sur,Municipal,San Bernardo,Centro de Salud Familiar Juan Pablo II,24248,11358,12889,6692.448,2982.504,13-332,113332,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Juan Pablo II ( San Bernardo),Municipal,Primario,13401,San Bernardo,Vigente en Operación Habitual,True,False
2023,2022,2023,113333,113333,Servicio de Salud Metropolitano Sur,Municipal,Buin,Centro de Salud Familiar Alto Jahuel,7938,3650,4288,2190.888,976.374,13-333,113333,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Alto Jahuel,Municipal,Primario,13402,Buin,Vigente en Operación Habitual,True,False
2023,2022,2023,113334,113334,Servicio de Salud Metropolitano Sur,Municipal,Calera De Tango,Centro de Salud Familiar Los Bajos de San Agustín,8326,3965,4361,2297.976,1024.098,13-334,113334,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Los Bajos de San Agustín,Municipal,Primario,13403,Calera de Tango,Vigente en Operación Habitual,True,False
2023,2022,2023,113390,113390,Servicio de Salud Metropolitano Sur,Municipal,Buin,Centro de Salud Familiar Héctor García,33856,15710,18146,9344.256,4164.288,13-390,113390,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Héctor García,Municipal,Primario,13402,Buin,Vigente en Operación Habitual,True,False
2023,2022,2023,113394,113394,Servicio de Salud Metropolitano Sur,Municipal,San Bernardo,Centro de Salud Familiar El Manzano,16893,7917,8976,4662.468,2077.839,13-394,113394,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar El Manzano,Municipal,Primario,13401,San Bernardo,Vigente en Operación Habitual,True,False
2023,2022,2023,113396,113396,Servicio de Salud Metropolitano Sur,Municipal,Lo Espejo,Centro de Salud Familiar Pueblo Lo Espejo,15598,7256,8341,4305.048,1918.554,13-396,113396,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Pueblo Lo Espejo,Municipal,Primario,13116,Lo Espejo,Vigente en Operación Habitual,True,False
2023,2022,2023,113402,113402,Servicio de Salud Metropolitano Sur,Municipal,Buin,Posta de Salud Rural Linderos,5551,2804,2747,1532.076,682.773,13-402,113402,113333,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Municipal,Primario,13402,Buin,Vigente en Operación Habitual,True,False
2023,2022,2023,113404,113404,Servicio de Salud Metropolitano Sur,Municipal,Buin,Posta de Salud Rural Valdivia de Paine,2761,1356,1405,762.036,339.603,13-404,113404,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Posta de Salud Rural (PSR),Posta de Salud Rural Valdivia de Paine,Municipal,Primario,13402,Buin,Vigente en Operación Habitual,True,False
2023,2022,2023,113405,113405,Servicio de Salud Metropolitano Sur,Municipal,Buin,Posta de Salud Rural Viluco,4381,2290,2091,1209.156,538.863,13-405,113405,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Posta de Salud Rural (PSR),Posta de Salud Rural Viluco,Municipal,Primario,13402,Buin,Vigente en Operación Habitual,True,False
2023,2022,2023,113406,113406,Servicio de Salud Metropolitano Sur,Municipal,Buin,Posta de Salud Rural El Recurso,1243,627,616,343.068,152.889,13-406,113406,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Posta de Salud Rural (PSR),Posta de Salud Rural El Recurso,Municipal,Primario,13402,Buin,Vigente en Operación Habitual,True,False
2023,2022,2023,113407,113407,Servicio de Salud Metropolitano Sur,Municipal,Buin,Posta de Salud Rural Los Morros,2597,1305,1292,716.772,319.431,13-407,113407,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Posta de Salud Rural (PSR),Posta de Salud Rural Los Morros,Municipal,Primario,13402,Buin,Vigente en Operación Habitual,True,False
2023,2022,2023,113408,113408,Servicio de Salud Metropolitano Sur,Municipal,Paine,Posta de Salud Rural Pintué,2094,966,1128,577.944,257.562,13-408,113408,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Posta de Salud Rural (PSR),Posta de Salud Rural Pintué,Municipal,Primario,13404,Paine,Vigente en Operación Habitual,True,False
2023,2022,2023,113409,113409,Servicio de Salud Metropolitano Sur,Municipal,Paine,Posta de Salud Rural Huelquén,6422,3287,3135,1772.472,789.906,13-409,113409,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Posta de Salud Rural (PSR),Posta de Salud Rural Huelquén,Municipal,Primario,13404,Paine,Vigente en Operación Habitual,True,False
2023,2022,2023,113410,113410,Servicio de Salud Metropolitano Sur,Municipal,Paine,Posta de Salud Rural Rangue,932,451,481,257.232,114.636,13-410,113410,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Posta de Salud Rural (PSR),Posta de Salud Rural Rangue,Municipal,Primario,13404,Paine,Vigente en Operación Habitual,True,False
2023,2022,2023,113411,113411,Servicio de Salud Metropolitano Sur,Municipal,Paine,Posta de Salud Rural Abrantes,2322,1137,1185,640.872,285.606,13-411,113411,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Posta de Salud Rural (PSR),Posta de Salud Rural Abrantes,Municipal,Primario,13404,Paine,Vigente en Operación Habitual,True,False
2023,2022,2023,113412,113412,Servicio de Salud Metropolitano Sur,Municipal,Paine,Posta de Salud Rural Chada,1549,782,767,427.524,190.527,13-412,113412,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Posta de Salud Rural (PSR),Posta de Salud Rural Chada,Municipal,Primario,13404,Paine,Vigente en Operación Habitual,True,False
2023,2022,2023,113413,113413,Servicio de Salud Metropolitano Sur,Municipal,Calera De Tango,Posta de Salud Rural Santa Inés,57,28,29,15.732,7.011,13-413,113413,,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Posta de Salud Rural (PSR),Posta de Salud Rural Santa Inés,Municipal,Primario,13403,Calera de Tango,Vigente en Operación Habitual,True,False
2023,2022,2023,113701,113701,Servicio de Salud Metropolitano Sur,Municipal,San Joaquín,Centro Comunitario de Salud Familiar Yalta,5741,2559,3182,1584.516,706.143,13-701,113701,113301,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Yalta,Municipal,Primario,13129,San Joaquín,Vigente en Operación Habitual,True,False
2023,2022,2023,113702,113702,Servicio de Salud Metropolitano Sur,Municipal,San Joaquín,Centro Comunitario de Salud Familia Sierra Bella,2375,1116,1259,655.5,292.125,13-702,113702,113301,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Sierra Bella,Municipal,Primario,13129,San Joaquín,Vigente en Operación Habitual,True,False
2023,2022,2023,113703,113703,Servicio de Salud Metropolitano Sur,Municipal,Pedro Aguirre Cerda,Centro Comunitario de Salud Familiar Cooperación,3592,1504,2088,991.392,441.816,13-703,113703,111303,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Municipal,Primario,13121,Pedro Aguirre Cerda,Vigente en Operación Habitual,True,False
2023,2022,2023,113713,113713,Servicio de Salud Metropolitano Sur,Municipal,San Bernardo,Centro Comunitario de Salud Familiar Cerrillos de Nos,2738,1218,1520,755.688,336.774,13-713,113713,113328,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Ribera del Maipo,Municipal,Primario,13401,San Bernardo,Vigente en Operación Habitual,True,False
2023,2022,2023,113716,113716,Servicio de Salud Metropolitano Sur,Municipal,San Bernardo,Centro Comunitario de Salud Familiar Rapa Nui,4552,2003,2549,1256.352,559.896,13-716,113716,113316,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Rapa Nui,Municipal,Primario,13401,San Bernardo,Vigente en Operación Habitual,True,False
2023,2022,2023,113717,113717,Servicio de Salud Metropolitano Sur,Municipal,El Bosque,Centro Comunitario de Salud Familiar Santa Laura,2805,1242,1563,774.18,345.015,13-717,113717,113317,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Santa Laura,Municipal,Primario,13105,El Bosque,Vigente en Operación Habitual,True,False
2023,2022,2023,113722,113722,Servicio de Salud Metropolitano Sur,Municipal,San Joaquín,Centro Comunitario de Salud Familiar Juan Aravena,4592,2115,2476,1267.392,564.816,13-722,113722,113322,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Dr. Salvador Allende,Municipal,Primario,13129,San Joaquín,Vigente en Operación Habitual,True,False
2023,2022,2023,113728,113728,Servicio de Salud Metropolitano Sur,Municipal,San Bernardo,Centro Comunitario de Salud Familiar Lo Herrera,3379,1304,2075,932.604,415.617,13-728,113728,113313,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Lo Herrera,Municipal,Primario,13401,San Bernardo,Vigente en Operación Habitual,True,False
2023,2022,2023,113753,113753,Servicio de Salud Metropolitano Sur,Municipal,San Joaquín,Centro Comunitario de Salud Familiar Reverendo Javier Peró,2341,1037,1304,646.116,287.943,13-753,113753,113301,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Reverendo Javier Peró,Municipal,Primario,13129,San Joaquín,Vigente en Operación Habitual,True,False
2023,2022,2023,113790,113790,Servicio de Salud Metropolitano Sur,Municipal,Buin,Centro Comunitario de Salud Familiar Dr. Héctor García,4142,1672,2470,1143.192,509.466,13-790,113790,113390,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Dr. Héctor García,Municipal,Primario,13402,Buin,Vigente en Operación Habitual,True,False
2023,2022,2023,114102,114102,Servicio de Salud Metropolitano Sur Oriente,Servicio de Salud,San José De Maipo,Hospital San José de Maipo,5809,2729,3080,1603.284,714.507,14-102,114102,,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,Hospital,Hospital San José de Maipo,Servicio de Salud,Terciario,13203,San José de Maipo,Vigente en Operación Habitual,False,False
2023,2022,2023,114150,114150,Servicio de Salud Metropolitano Sur Oriente,Servicio de Salud,La Florida,Centro de Referencia de Salud San Rafael,14,8,6,3.864,1.722,14-150,114150,,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,Dispositivo Incorporado por Crisis Sanitaria,Centro de Referencia de Salud San Rafael,Servicio de Salud,Secundario,13110,La Florida,Cerrado,False,False
2023,2022,2023,114301,114301,Servicio de Salud Metropolitano Sur Oriente,Municipal,Puente Alto,Consultorio Dr. Alejandro del Río,71934,32001,39932,19853.784,8847.882,14-301,114301,,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Alejandro del Río,Municipal,Primario,13201,Puente Alto,Vigente en Operación Habitual,True,False
2023,2022,2023,114302,114302,Servicio de Salud Metropolitano Sur Oriente,Municipal,La Florida,Centro de Salud Familiar Los Castaños,23686,11377,12309,6537.336,2913.378,14-302,114302,,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Los Castaños,Municipal,Primario,13110,La Florida,Vigente en Operación Habitual,True,False
2023,2022,2023,114303,114303,Servicio de Salud Metropolitano Sur Oriente,Municipal,La Florida,Centro de Salud Familiar Bellavista,38146,15657,22489,10528.296,4691.958,14-303,114303,,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Bellavista,Municipal,Primario,13110,La Florida,Vigente en Operación Habitual,True,False
2023,2022,2023,114304,114304,Servicio de Salud Metropolitano Sur Oriente,Municipal,La Florida,Centro de Salud Familiar Villa O'Higgins,27324,12957,14367,7541.424,3360.852,14-304,114304,,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Villa O'Higgins,Municipal,Primario,13110,La Florida,Vigente en Operación Habitual,True,False
2023,2022,2023,114305,114305,Servicio de Salud Metropolitano Sur Oriente,Municipal,La Florida,Centro de Salud Familiar Los Quillayes,36099,16924,19175,9963.324,4440.177,14-305,114305,,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Los Quillayes,Municipal,Primario,13110,La Florida,Vigente en Operación Habitual,True,False
