Ano,indicador_id,nombre_indicador,nivel,IdServicio,servicio_salud,comuna,n_egresos,denominador_fonasa_15_mas,tasa_x10000
2024,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,09,Servicio de Salud Metropolitano Norte,13303,35,14335,24.4158
2024,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,09,Servicio de Salud Metropolitano Norte,13303,16,14335,11.1615
2024,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,09,Servicio de Salud Metropolitano Norte,13303,15,14335,10.4639
2024,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,13,Servicio de Salud Metropolitano Sur,13401,373,214021,17.4282
2024,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,13,Servicio de Salud Metropolitano Sur,13401,375,214021,17.5216
2024,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,13,Servicio de Salud Metropolitano Sur,13401,203,214021,9.4851
2024,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,13,Servicio de Salud Metropolitano Sur,13401,279,214021,13.0361
2024,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,13,Servicio de Salud Metropolitano Sur,13401,135,214021,6.3078
2024,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,13,Servicio de Salud Metropolitano Sur,13402,132,81740,16.1488
2024,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,13,Servicio de Salud Metropolitano Sur,13402,129,81740,15.7817
2024,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,13,Servicio de Salud Metropolitano Sur,13402,101,81740,12.3563
2024,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,13,Servicio de Salud Metropolitano Sur,13402,83,81740,10.1541
2024,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,13,Servicio de Salud Metropolitano Sur,13402,60,81740,7.3403
2024,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,13,Servicio de Salud Metropolitano Sur,13403,21,17017,12.3406
2024,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,13,Servicio de Salud Metropolitano Sur,13403,22,17017,12.9282
2024,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,13,Servicio de Salud Metropolitano Sur,13403,7,17017,4.1135
2024,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,13,Servicio de Salud Metropolitano Sur,13403,9,17017,5.2888
2024,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,13,Servicio de Salud Metropolitano Sur,13403,16,17017,9.4024
2024,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,13,Servicio de Salud Metropolitano Sur,13404,104,60869,17.0859
2024,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,13,Servicio de Salud Metropolitano Sur,13404,82,60869,13.4716
2024,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,13,Servicio de Salud Metropolitano Sur,13404,51,60869,8.3786
2024,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,13,Servicio de Salud Metropolitano Sur,13404,60,60869,9.8572
2024,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,13,Servicio de Salud Metropolitano Sur,13404,35,60869,5.7501
2024,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,10,Servicio de Salud Metropolitano Occidente,13501,213,106996,19.9073
2024,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,10,Servicio de Salud Metropolitano Occidente,13501,183,106996,17.1034
2024,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,10,Servicio de Salud Metropolitano Occidente,13501,83,106996,7.7573
2024,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,10,Servicio de Salud Metropolitano Occidente,13501,151,106996,14.1127
2024,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,10,Servicio de Salud Metropolitano Occidente,13501,48,106996,4.4861
2024,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,10,Servicio de Salud Metropolitano Occidente,13502,6,7632,7.8616
2024,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,10,Servicio de Salud Metropolitano Occidente,13502,7,7632,9.1719
2024,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,10,Servicio de Salud Metropolitano Occidente,13502,5,7632,6.5514
2024,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,10,Servicio de Salud Metropolitano Occidente,13502,3,7632,3.9308
2024,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,10,Servicio de Salud Metropolitano Occidente,13502,1,7632,1.3103
2024,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,10,Servicio de Salud Metropolitano Occidente,13503,78,23087,33.7852
2024,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,10,Servicio de Salud Metropolitano Occidente,13503,52,23087,22.5235
2024,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,10,Servicio de Salud Metropolitano Occidente,13503,33,23087,14.2938
2024,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,10,Servicio de Salud Metropolitano Occidente,13503,57,23087,24.6892
2024,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,10,Servicio de Salud Metropolitano Occidente,13503,15,23087,6.4972
2024,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,10,Servicio de Salud Metropolitano Occidente,13504,9,13131,6.854
2024,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,10,Servicio de Salud Metropolitano Occidente,13504,16,13131,12.1849
2024,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,10,Servicio de Salud Metropolitano Occidente,13504,10,13131,7.6156
2024,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,10,Servicio de Salud Metropolitano Occidente,13504,7,13131,5.3309
2024,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,10,Servicio de Salud Metropolitano Occidente,13504,5,13131,3.8078
2024,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,10,Servicio de Salud Metropolitano Occidente,13505,8,10948,7.3073
2024,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,10,Servicio de Salud Metropolitano Occidente,13505,9,10948,8.2207
2024,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,10,Servicio de Salud Metropolitano Occidente,13505,4,10948,3.6536
2024,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,10,Servicio de Salud Metropolitano Occidente,13505,5,10948,4.567
2024,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,10,Servicio de Salud Metropolitano Occidente,13505,3,10948,2.7402
2024,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,10,Servicio de Salud Metropolitano Occidente,13601,137,52754,25.9696
2024,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,10,Servicio de Salud Metropolitano Occidente,13601,125,52754,23.6949
2024,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,10,Servicio de Salud Metropolitano Occidente,13601,64,52754,12.1318
2024,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,10,Servicio de Salud Metropolitano Occidente,13601,118,52754,22.368
2024,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,10,Servicio de Salud Metropolitano Occidente,13601,12,52754,2.2747
2024,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,10,Servicio de Salud Metropolitano Occidente,13602,67,28881,23.1986
2024,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,10,Servicio de Salud Metropolitano Occidente,13602,56,28881,19.3899
2024,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,10,Servicio de Salud Metropolitano Occidente,13602,25,28881,8.6562
2024,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,10,Servicio de Salud Metropolitano Occidente,13602,36,28881,12.4649
2024,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,10,Servicio de Salud Metropolitano Occidente,13602,9,28881,3.1162
2024,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,10,Servicio de Salud Metropolitano Occidente,13603,63,29710,21.205
2024,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,10,Servicio de Salud Metropolitano Occidente,13603,51,29710,17.1659
2024,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,10,Servicio de Salud Metropolitano Occidente,13603,25,29710,8.4147
2024,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,10,Servicio de Salud Metropolitano Occidente,13603,40,29710,13.4635
2024,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,10,Servicio de Salud Metropolitano Occidente,13603,7,29710,2.3561
2024,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,10,Servicio de Salud Metropolitano Occidente,13604,93,49784,18.6807
2024,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,10,Servicio de Salud Metropolitano Occidente,13604,78,49784,15.6677
2024,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,10,Servicio de Salud Metropolitano Occidente,13604,44,49784,8.8382
2024,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,10,Servicio de Salud Metropolitano Occidente,13604,62,49784,12.4538
2024,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,10,Servicio de Salud Metropolitano Occidente,13604,14,49784,2.8121
2024,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,10,Servicio de Salud Metropolitano Occidente,13605,200,70090,28.5347
2024,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,10,Servicio de Salud Metropolitano Occidente,13605,134,70090,19.1183
2024,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,10,Servicio de Salud Metropolitano Occidente,13605,88,70090,12.5553
2024,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,10,Servicio de Salud Metropolitano Occidente,13605,64,70090,9.1311
2024,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,10,Servicio de Salud Metropolitano Occidente,13605,20,70090,2.8535
2024,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,servicio_salud,09,Servicio de Salud Metropolitano Norte,,1167,716599,16.2853
2024,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,servicio_salud,09,Servicio de Salud Metropolitano Norte,,897,716599,12.5175
2024,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,servicio_salud,09,Servicio de Salud Metropolitano Norte,,637,716599,8.8892
2024,21,Tasa de egresos hospitalarios por diabetes mellitus,servicio_salud,09,Servicio de Salud Metropolitano Norte,,564,716599,7.8705
2024,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,servicio_salud,09,Servicio de Salud Metropolitano Norte,,465,716599,6.489
2024,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,servicio_salud,10,Servicio de Salud Metropolitano Occidente,,2218,991462,22.371
2024,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,servicio_salud,10,Servicio de Salud Metropolitano Occidente,,1602,991462,16.158
2024,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,servicio_salud,10,Servicio de Salud Metropolitano Occidente,,1206,991462,12.1639
2024,21,Tasa de egresos hospitalarios por diabetes mellitus,servicio_salud,10,Servicio de Salud Metropolitano Occidente,,1398,991462,14.1004
2024,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,servicio_salud,10,Servicio de Salud Metropolitano Occidente,,356,991462,3.5907
2024,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,servicio_salud,11,Servicio de Salud Metropolitano Central,,1561,775709,20.1235
2024,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,servicio_salud,11,Servicio de Salud Metropolitano Central,,1532,775709,19.7497
2024,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,servicio_salud,11,Servicio de Salud Metropolitano Central,,908,775709,11.7054
2024,21,Tasa de egresos hospitalarios por diabetes mellitus,servicio_salud,11,Servicio de Salud Metropolitano Central,,689,775709,8.8822
2024,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,servicio_salud,11,Servicio de Salud Metropolitano Central,,407,775709,5.2468
2024,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,servicio_salud,12,Servicio de Salud Metropolitano Oriente,,1420,658855,21.5525
2024,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,servicio_salud,12,Servicio de Salud Metropolitano Oriente,,1099,658855,16.6805
2024,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,servicio_salud,12,Servicio de Salud Metropolitano Oriente,,820,658855,12.4458
2024,21,Tasa de egresos hospitalarios por diabetes mellitus,servicio_salud,12,Servicio de Salud Metropolitano Oriente,,621,658855,9.4254
2024,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,servicio_salud,12,Servicio de Salud Metropolitano Oriente,,530,658855,8.0443
2024,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,servicio_salud,13,Servicio de Salud Metropolitano Sur,,1612,940953,17.1316
2024,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,servicio_salud,13,Servicio de Salud Metropolitano Sur,,1469,940953,15.6118
2024,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,servicio_salud,13,Servicio de Salud Metropolitano Sur,,1064,940953,11.3077
2024,21,Tasa de egresos hospitalarios por diabetes mellitus,servicio_salud,13,Servicio de Salud Metropolitano Sur,,941,940953,10.0005
2024,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,servicio_salud,13,Servicio de Salud Metropolitano Sur,,591,940953,6.2809
2024,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,servicio_salud,14,Servicio de Salud Metropolitano Sur Oriente,,2212,1025016,21.5802
2024,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,servicio_salud,14,Servicio de Salud Metropolitano Sur Oriente,,3024,1025016,29.502
2024,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,servicio_salud,14,Servicio de Salud Metropolitano Sur Oriente,,1440,1025016,14.0486
2024,21,Tasa de egresos hospitalarios por diabetes mellitus,servicio_salud,14,Servicio de Salud Metropolitano Sur Oriente,,922,1025016,8.995
2024,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,servicio_salud,14,Servicio de Salud Metropolitano Sur Oriente,,1093,1025016,10.6632
2024,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,rm,,,,10190,5108594,19.9468
2024,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,rm,,,,9623,5108594,18.8369
2024,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,rm,,,,6075,5108594,11.8917
2024,21,Tasa de egresos hospitalarios por diabetes mellitus,rm,,,,5135,5108594,10.0517
2024,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,rm,,,,3442,5108594,6.7377
2025,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,11,Servicio de Salud Metropolitano Central,13101,642,313832,20.4568
2025,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,11,Servicio de Salud Metropolitano Central,13101,633,313832,20.17
2025,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,11,Servicio de Salud Metropolitano Central,13101,303,313832,9.6548
2025,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,11,Servicio de Salud Metropolitano Central,13101,240,313832,7.6474
2025,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,11,Servicio de Salud Metropolitano Central,13101,248,313832,7.9023
2025,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,11,Servicio de Salud Metropolitano Central,13102,130,56977,22.8162
2025,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,11,Servicio de Salud Metropolitano Central,13102,120,56977,21.0611
2025,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,11,Servicio de Salud Metropolitano Central,13102,77,56977,13.5142
2025,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,11,Servicio de Salud Metropolitano Central,13102,70,56977,12.2857
2025,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,11,Servicio de Salud Metropolitano Central,13102,26,56977,4.5632
2025,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,10,Servicio de Salud Metropolitano Occidente,13103,352,107084,32.8714
2025,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,10,Servicio de Salud Metropolitano Occidente,13103,214,107084,19.9843
2025,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,10,Servicio de Salud Metropolitano Occidente,13103,179,107084,16.7158
2025,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,10,Servicio de Salud Metropolitano Occidente,13103,171,107084,15.9688
2025,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,10,Servicio de Salud Metropolitano Occidente,13103,33,107084,3.0817
2025,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,09,Servicio de Salud Metropolitano Norte,13104,216,107355,20.1202
2025,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,09,Servicio de Salud Metropolitano Norte,13104,177,107355,16.4874
2025,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,09,Servicio de Salud Metropolitano Norte,13104,103,107355,9.5943
2025,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,09,Servicio de Salud Metropolitano Norte,13104,92,107355,8.5697
2025,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,09,Servicio de Salud Metropolitano Norte,13104,69,107355,6.4273
2025,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,13,Servicio de Salud Metropolitano Sur,13105,269,147868,18.1919
2025,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,13,Servicio de Salud Metropolitano Sur,13105,234,147868,15.8249
2025,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,13,Servicio de Salud Metropolitano Sur,13105,206,147868,13.9313
2025,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,13,Servicio de Salud Metropolitano Sur,13105,211,147868,14.2695
2025,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,13,Servicio de Salud Metropolitano Sur,13105,70,147868,4.734
2025,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,11,Servicio de Salud Metropolitano Central,13106,231,111715,20.6776
2025,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,11,Servicio de Salud Metropolitano Central,13106,236,111715,21.1252
2025,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,11,Servicio de Salud Metropolitano Central,13106,149,111715,13.3375
2025,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,11,Servicio de Salud Metropolitano Central,13106,86,111715,7.6982
2025,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,11,Servicio de Salud Metropolitano Central,13106,78,111715,6.9821
2025,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,09,Servicio de Salud Metropolitano Norte,13107,119,65433,18.1865
2025,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,09,Servicio de Salud Metropolitano Norte,13107,78,65433,11.9206
2025,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,09,Servicio de Salud Metropolitano Norte,13107,67,65433,10.2395
2025,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,09,Servicio de Salud Metropolitano Norte,13107,62,65433,9.4753
2025,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,09,Servicio de Salud Metropolitano Norte,13107,54,65433,8.2527
2025,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,09,Servicio de Salud Metropolitano Norte,13108,156,97410,16.0148
2025,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,09,Servicio de Salud Metropolitano Norte,13108,122,97410,12.5244
2025,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,09,Servicio de Salud Metropolitano Norte,13108,71,97410,7.2888
2025,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,09,Servicio de Salud Metropolitano Norte,13108,79,97410,8.1101
2025,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,09,Servicio de Salud Metropolitano Norte,13108,47,97410,4.825
2025,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,13,Servicio de Salud Metropolitano Sur,13109,138,72226,19.1067
2025,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,13,Servicio de Salud Metropolitano Sur,13109,121,72226,16.753
2025,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,13,Servicio de Salud Metropolitano Sur,13109,72,72226,9.9687
2025,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,13,Servicio de Salud Metropolitano Sur,13109,53,72226,7.3381
2025,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,13,Servicio de Salud Metropolitano Sur,13109,59,72226,8.1688
2025,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13110,525,316265,16.6
2025,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13110,1042,316265,32.9471
2025,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13110,399,316265,12.616
2025,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13110,236,316265,7.4621
2025,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13110,278,316265,8.7901
2025,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13111,237,114254,20.7433
2025,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13111,276,114254,24.1567
2025,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13111,108,114254,9.4526
2025,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13111,79,114254,6.9144
2025,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13111,233,114254,20.3932
2025,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13112,342,134197,25.4849
2025,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13112,368,134197,27.4224
2025,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13112,156,134197,11.6247
2025,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13112,128,134197,9.5382
2025,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13112,328,134197,24.4417
2025,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,12,Servicio de Salud Metropolitano Oriente,13113,123,43489,28.283
2025,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,12,Servicio de Salud Metropolitano Oriente,13113,106,43489,24.374
2025,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,12,Servicio de Salud Metropolitano Oriente,13113,68,43489,15.6361
2025,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,12,Servicio de Salud Metropolitano Oriente,13113,31,43489,7.1282
2025,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,12,Servicio de Salud Metropolitano Oriente,13113,56,43489,12.8768
2025,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,12,Servicio de Salud Metropolitano Oriente,13114,270,93280,28.9451
2025,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,12,Servicio de Salud Metropolitano Oriente,13114,215,93280,23.0489
2025,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,12,Servicio de Salud Metropolitano Oriente,13114,142,93280,15.223
2025,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,12,Servicio de Salud Metropolitano Oriente,13114,57,93280,6.1106
2025,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,12,Servicio de Salud Metropolitano Oriente,13114,105,93280,11.2564
2025,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,12,Servicio de Salud Metropolitano Oriente,13115,83,39272,21.1347
2025,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,12,Servicio de Salud Metropolitano Oriente,13115,81,39272,20.6254
2025,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,12,Servicio de Salud Metropolitano Oriente,13115,55,39272,14.0049
2025,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,12,Servicio de Salud Metropolitano Oriente,13115,34,39272,8.6576
2025,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,12,Servicio de Salud Metropolitano Oriente,13115,35,39272,8.9122
2025,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,13,Servicio de Salud Metropolitano Sur,13116,147,81218,18.0994
2025,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,13,Servicio de Salud Metropolitano Sur,13116,149,81218,18.3457
2025,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,13,Servicio de Salud Metropolitano Sur,13116,100,81218,12.3125
2025,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,13,Servicio de Salud Metropolitano Sur,13116,68,81218,8.3725
2025,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,13,Servicio de Salud Metropolitano Sur,13116,52,81218,6.4025
2025,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,10,Servicio de Salud Metropolitano Occidente,13117,159,106249,14.9648
2025,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,10,Servicio de Salud Metropolitano Occidente,13117,106,106249,9.9766
2025,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,10,Servicio de Salud Metropolitano Occidente,13117,117,106249,11.0119
2025,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,10,Servicio de Salud Metropolitano Occidente,13117,120,106249,11.2942
2025,22,Tasa de egresos hospitalarios por amputación extremidad inferior en diabetes,comuna,10,Servicio de Salud Metropolitano Occidente,13117,31,106249,2.9177
2025,18,Tasa de egresos hospitalarios por enfermedad cerebrovascular,comuna,12,Servicio de Salud Metropolitano Oriente,13118,198,116039,17.0632
2025,19,Tasa de egresos hospitalarios por enfermedades isquémicas del corazón,comuna,12,Servicio de Salud Metropolitano Oriente,13118,199,116039,17.1494
2025,20,Tasa de egresos hospitalarios por insuficiencia cardíaca,comuna,12,Servicio de Salud Metropolitano Oriente,13118,142,116039,12.2373
2025,21,Tasa de egresos hospitalarios por diabetes mellitus,comuna,12,Servicio de Salud Metropolitano Oriente,13118,133,116039,11.4617
