Ano,indicador_id,nombre_indicador,grupo_indicador,unidad,estado_calculo,metodo_calculo,numerador,denominador,establecimientos_reportantes,establecimientos_con_denominador,nivel,calculable,valor,IdServicio,servicio_salud,IdComuna,comuna,IdEstablecimiento,establecimiento,tipo_establecimiento,dependencia,nivel_atencion,estado_funcionamiento,es_aps,valor_orden
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",6470.0,15740.0,12,13,comuna,True,41.10546378653113,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,,,,,,,,41.10546378653113
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",2769.0,6289.0,10,10,comuna,True,44.02925743361425,13,Servicio de Salud Metropolitano Sur,13402,Buin,,,,,,,,44.02925743361425
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",615.0,1257.0,2,2,comuna,True,48.92601431980907,13,Servicio de Salud Metropolitano Sur,13403,Calera de Tango,,,,,,,,48.92601431980907
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",2228.0,5387.0,7,7,comuna,True,41.35882680527195,13,Servicio de Salud Metropolitano Sur,13404,Paine,,,,,,,,41.35882680527195
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",10088.0,20515.0,9,9,comuna,True,49.17377528637582,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,,,,,,,,49.17377528637582
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",4386.0,8785.0,6,6,comuna,True,49.926010244735345,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,,,,,,,,49.926010244735345
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",3876.0,11001.0,7,7,comuna,True,35.233160621761655,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,,,,,,,,35.233160621761655
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",2800.0,6235.0,4,4,comuna,True,44.90777866880513,14,Servicio de Salud Metropolitano Sur Oriente,13131,San Ramón,,,,,,,,44.90777866880513
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",8074.0,32960.0,9,10,comuna,True,24.49635922330097,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,,,,,,,,24.49635922330097
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",771.0,1903.0,5,5,comuna,True,40.51497635312664,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,,,,,,,,40.51497635312664
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",536.0,941.0,4,4,comuna,True,56.96068012752391,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,,,,,,,,56.96068012752391
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",906.0,1534.0,1,1,establecimiento,True,59.0612777053455,09,Servicio de Salud Metropolitano Norte,13104,Conchalí,109302,Centro de Salud Familiar Lucas Sierra,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,59.0612777053455
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",758.0,1935.0,1,1,establecimiento,True,39.17312661498708,09,Servicio de Salud Metropolitano Norte,13104,Conchalí,109308,Centro de Salud Familiar Alberto Bachelet Martínez,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,39.17312661498708
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",664.0,1588.0,1,1,establecimiento,True,41.81360201511335,09,Servicio de Salud Metropolitano Norte,13104,Conchalí,109309,Centro de Salud Familiar José Symon Ojeda,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,41.81360201511335
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",1031.0,2026.0,1,1,establecimiento,True,50.88845014807502,09,Servicio de Salud Metropolitano Norte,13104,Conchalí,109314,Centro de Salud Familiar Juanita Aguirre,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,50.88845014807502
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",329.0,616.0,1,1,establecimiento,True,53.40909090909091,09,Servicio de Salud Metropolitano Norte,13104,Conchalí,109709,Centro Comunitario de Salud Familiar Dr. José Symón Ojeda,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,53.40909090909091
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",187.0,476.0,1,1,establecimiento,True,39.285714285714285,09,Servicio de Salud Metropolitano Norte,13104,Conchalí,200347,Centro Comunitario de Salud Familiar Alberto Bachelet,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,39.285714285714285
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",210.0,432.0,1,1,establecimiento,True,48.61111111111111,09,Servicio de Salud Metropolitano Norte,13104,Conchalí,200609,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,48.61111111111111
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",958.0,2026.0,1,1,establecimiento,True,47.2852912142152,09,Servicio de Salud Metropolitano Norte,13107,Huechuraba,109305,Centro de Salud Familiar La Pincoya,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,47.2852912142152
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",479.0,926.0,1,1,establecimiento,True,51.727861771058315,09,Servicio de Salud Metropolitano Norte,13107,Huechuraba,109317,Centro de Salud Familiar El Barrero,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,51.727861771058315
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",603.0,1298.0,1,1,establecimiento,True,46.45608628659476,09,Servicio de Salud Metropolitano Norte,13107,Huechuraba,109323,Centro de Salud Familiar Dr. Salvador Allende Gossens,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,46.45608628659476
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",278.0,588.0,1,1,establecimiento,True,47.27891156462585,09,Servicio de Salud Metropolitano Norte,13107,Huechuraba,109718,Centro Comunitario de Salud Familiar Los Libertadores,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,47.27891156462585
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",297.0,493.0,1,1,establecimiento,True,60.24340770791075,09,Servicio de Salud Metropolitano Norte,13107,Huechuraba,200961,Centro de Salud Familiar Dr. Victor Castro Wiren,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,60.24340770791075
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",1062.0,2765.0,1,1,establecimiento,True,38.40867992766727,09,Servicio de Salud Metropolitano Norte,13108,Independencia,109300,Centro de Salud Familiar Agustín Cruz Melo,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,38.40867992766727
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",605.0,1300.0,1,1,establecimiento,True,46.53846153846154,09,Servicio de Salud Metropolitano Norte,13108,Independencia,109321,Centro de Salud Familiar Juan Antonio Ríos,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,46.53846153846154
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",203.0,395.0,1,1,establecimiento,True,51.392405063291136,09,Servicio de Salud Metropolitano Norte,13108,Independencia,200554,Centro Comunitario de Salud Familiar Las Enredaderas,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,51.392405063291136
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",853.0,2330.0,1,1,establecimiento,True,36.60944206008584,09,Servicio de Salud Metropolitano Norte,13125,Quilicura,109313,Centro de Salud Familiar Irene Frei de Cid,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,36.60944206008584
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",1091.0,2072.0,1,1,establecimiento,True,52.65444015444015,09,Servicio de Salud Metropolitano Norte,13125,Quilicura,109315,Centro de Salud Familiar Manuel Bustos Huerta,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,52.65444015444015
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",916.0,2094.0,1,1,establecimiento,True,43.744030563514805,09,Servicio de Salud Metropolitano Norte,13125,Quilicura,109324,Centro de Salud Familiar Presidente Salvador Allende Gossens,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,43.744030563514805
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",98.0,254.0,1,1,establecimiento,True,38.582677165354326,09,Servicio de Salud Metropolitano Norte,13125,Quilicura,109713,Centro Comunitario de Salud Familiar La Foresta,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,38.582677165354326
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",17.0,57.0,1,1,establecimiento,True,29.82456140350877,09,Servicio de Salud Metropolitano Norte,13125,Quilicura,109715,Centro Comunitario de Salud Familiar Pucara de Lasana,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,29.82456140350877
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",109.0,231.0,1,1,establecimiento,True,47.18614718614719,09,Servicio de Salud Metropolitano Norte,13125,Quilicura,200304,Centro Comunitario de Salud Familiar Beato Padre Hurtado,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,47.18614718614719
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",1051.0,2832.0,1,1,establecimiento,True,37.11158192090395,09,Servicio de Salud Metropolitano Norte,13125,Quilicura,201091,Centro de Salud Familiar Marta Ugarte Román,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,37.11158192090395
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",797.0,1994.0,1,1,establecimiento,True,39.96990972918756,09,Servicio de Salud Metropolitano Norte,13127,Recoleta,109301,Centro de Salud Familiar Recoleta,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,39.96990972918756
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",984.0,2104.0,1,1,establecimiento,True,46.7680608365019,09,Servicio de Salud Metropolitano Norte,13127,Recoleta,109303,Centro de Salud Familiar Quinta Bella,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,46.7680608365019
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",586.0,823.0,1,1,establecimiento,True,71.20291616038882,09,Servicio de Salud Metropolitano Norte,13127,Recoleta,109304,Centro de Salud Familiar Valdivieso,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,71.20291616038882
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",913.0,1780.0,1,1,establecimiento,True,51.29213483146068,09,Servicio de Salud Metropolitano Norte,13127,Recoleta,109307,Centro de Salud Familiar Dr. Juan Petrinovic (Ex Scroggie),Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,51.29213483146068
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",818.0,2013.0,1,1,establecimiento,True,40.635866865375064,09,Servicio de Salud Metropolitano Norte,13127,Recoleta,109390,Centro de Salud Familiar Cristo Vive (ONG),Centro de Salud Familiar (CESFAM),Otra Institución,Primario,Vigente en Operación Habitual,True,40.635866865375064
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",942.0,2452.0,1,1,establecimiento,True,38.417618270799345,09,Servicio de Salud Metropolitano Norte,13301,Colina,109310,Centro de Salud Familiar Colina,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,38.417618270799345
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",800.0,1769.0,1,1,establecimiento,True,45.22328999434709,09,Servicio de Salud Metropolitano Norte,13301,Colina,109316,Centro de Salud Familiar Esmeralda,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,45.22328999434709
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",40.0,71.0,1,1,establecimiento,True,56.33802816901409,09,Servicio de Salud Metropolitano Norte,13301,Colina,109416,Posta de Salud Rural Colorado,Posta de Salud Rural (PSR),Municipal,Primario,Vigente en Operación Habitual,True,56.33802816901409
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",69.0,128.0,1,1,establecimiento,True,53.90625,09,Servicio de Salud Metropolitano Norte,13301,Colina,109417,Posta de Salud Rural Los Ingleses,Posta de Salud Rural (PSR),Municipal,Primario,Vigente en Operación Habitual,True,53.90625
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",55.0,134.0,1,1,establecimiento,True,41.04477611940299,09,Servicio de Salud Metropolitano Norte,13301,Colina,109418,Posta de Salud Rural Las Canteras,Posta de Salud Rural (PSR),Municipal,Primario,Vigente en Operación Habitual,True,41.04477611940299
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",49.0,133.0,1,1,establecimiento,True,36.84210526315789,09,Servicio de Salud Metropolitano Norte,13301,Colina,109419,Posta de Salud Rural Santa Marta de Liray,Posta de Salud Rural (PSR),Municipal,Primario,Vigente en Operación Habitual,True,36.84210526315789
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",43.0,86.0,1,1,establecimiento,True,50.0,09,Servicio de Salud Metropolitano Norte,13301,Colina,109420,Posta de Salud Rural Chacabuco (Colina),Posta de Salud Rural (PSR),Municipal,Primario,Vigente en Operación Habitual,True,50.0
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",68.0,151.0,1,1,establecimiento,True,45.033112582781456,09,Servicio de Salud Metropolitano Norte,13301,Colina,109716,Centro Comunitario de Salud Familiar Esmeralda,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,45.033112582781456
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",434.0,972.0,1,1,establecimiento,True,44.650205761316876,09,Servicio de Salud Metropolitano Norte,13301,Colina,201462,CESFAM La Reina de Colina,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,44.650205761316876
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",480.0,1793.0,1,1,establecimiento,True,26.770775237032908,09,Servicio de Salud Metropolitano Norte,13302,Lampa,109311,Centro de Salud Familiar José Bauza Frau,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,26.770775237032908
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",321.0,876.0,1,1,establecimiento,True,36.64383561643836,09,Servicio de Salud Metropolitano Norte,13302,Lampa,109312,Centro de Salud Familiar Batuco,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,36.64383561643836
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",128.0,365.0,1,1,establecimiento,True,35.06849315068493,09,Servicio de Salud Metropolitano Norte,13302,Lampa,109711,Centro Comunitario de Salud Familiar Sol de Septiembre,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,35.06849315068493
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",104.0,361.0,1,1,establecimiento,True,28.80886426592798,09,Servicio de Salud Metropolitano Norte,13302,Lampa,109712,Centro Comunitario de Salud Familiar Batuco,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,28.80886426592798
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",373.0,660.0,1,1,establecimiento,True,56.515151515151516,09,Servicio de Salud Metropolitano Norte,13302,Lampa,201212,Centro de Salud Familiar Juan Pablo II de Lampa,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,56.515151515151516
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",212.0,442.0,1,1,establecimiento,True,47.963800904977376,09,Servicio de Salud Metropolitano Norte,13303,Tiltil,109104,Hospital de Til Til,Hospital,Servicio de Salud,,Vigente en Operación Habitual,False,47.963800904977376
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",293.0,365.0,1,1,establecimiento,True,80.27397260273973,09,Servicio de Salud Metropolitano Norte,13303,Tiltil,109320,Centro de Salud Familiar Huertos Familiares,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,80.27397260273973
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",24.0,56.0,1,1,establecimiento,True,42.857142857142854,09,Servicio de Salud Metropolitano Norte,13303,Tiltil,109410,Posta de Salud Rural La Capilla de Caleu,Posta de Salud Rural (PSR),Municipal,Primario,Vigente en Operación Habitual,True,42.857142857142854
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",18.0,37.0,1,1,establecimiento,True,48.64864864864865,09,Servicio de Salud Metropolitano Norte,13303,Tiltil,109412,Posta de Salud Rural Montenegro,Posta de Salud Rural (PSR),Municipal,Primario,Vigente en Operación Habitual,True,48.64864864864865
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",14.0,42.0,1,1,establecimiento,True,33.33333333333333,09,Servicio de Salud Metropolitano Norte,13303,Tiltil,109413,Posta de Salud Rural Rungue,Posta de Salud Rural (PSR),Municipal,Primario,Vigente en Operación Habitual,True,33.33333333333333
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",53.0,154.0,1,1,establecimiento,True,34.41558441558442,09,Servicio de Salud Metropolitano Norte,13303,Tiltil,109414,Posta de Salud Rural Polpaico,Posta de Salud Rural (PSR),Municipal,Primario,Vigente en Operación Habitual,True,34.41558441558442
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",82.0,568.0,1,1,establecimiento,True,14.43661971830986,10,Servicio de Salud Metropolitano Occidente,13101,Santiago,110100,"Hospital San Juan de Dios (Santiago, Santiago)",Hospital,Servicio de Salud,Terciario,Vigente en Operación Habitual,False,14.43661971830986
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",381.0,2066.0,1,1,establecimiento,True,18.441432720232335,10,Servicio de Salud Metropolitano Occidente,13103,Cerro Navia,110120,Hospital  Félix Bulnes Cerda,Hospital,Servicio de Salud,Terciario,Vigente en Operación Habitual,False,18.441432720232335
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",924.0,2225.0,1,1,establecimiento,True,41.52808988764045,10,Servicio de Salud Metropolitano Occidente,13103,Cerro Navia,110330,Centro de Salud Familiar Dr. Adalberto Steeger,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,41.52808988764045
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",593.0,1438.0,1,1,establecimiento,True,41.23783031988874,10,Servicio de Salud Metropolitano Occidente,13103,Cerro Navia,110331,Centro de Salud Familiar Lo Amor,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,41.23783031988874
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",984.0,2109.0,1,1,establecimiento,True,46.65718349928876,10,Servicio de Salud Metropolitano Occidente,13103,Cerro Navia,110335,Centro de Salud Familiar Cerro Navia,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,46.65718349928876
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",959.0,2093.0,1,1,establecimiento,True,45.819397993311036,10,Servicio de Salud Metropolitano Occidente,13103,Cerro Navia,110355,Centro de Salud Familiar Dr. Arturo Albertz,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,45.819397993311036
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",151.0,305.0,1,1,establecimiento,True,49.50819672131148,10,Servicio de Salud Metropolitano Occidente,13103,Cerro Navia,110735,Centro Comunitario de Salud Familiar Los Lagos (Unidad Vecinal Nº 33),Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,49.50819672131148
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",936.0,1976.0,1,1,establecimiento,True,47.368421052631575,10,Servicio de Salud Metropolitano Occidente,13117,Lo Prado,110315,Centro de Salud Familiar Santa Anita,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,47.368421052631575
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",906.0,2215.0,1,1,establecimiento,True,40.90293453724605,10,Servicio de Salud Metropolitano Occidente,13117,Lo Prado,110316,Centro de Salud Familiar Pablo Neruda,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,40.90293453724605
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",1080.0,2559.0,1,1,establecimiento,True,42.20398593200469,10,Servicio de Salud Metropolitano Occidente,13117,Lo Prado,110340,Centro de Salud Familiar Dr. Raúl Yazigi,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,42.20398593200469
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",855.0,1795.0,1,1,establecimiento,True,47.63231197771588,10,Servicio de Salud Metropolitano Occidente,13117,Lo Prado,110345,Centro de Salud Familiar Dr. Carlos Avendaño,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,47.63231197771588
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",65.0,986.0,1,1,establecimiento,True,6.592292089249494,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,110300,Centro de Referencia de Salud Salvador Allende,Centro de Referencia de Salud (CRS),Servicio de Salud,Secundario,Vigente en Operación Habitual,False,6.592292089249494
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",1385.0,2497.0,1,1,establecimiento,True,55.46655987184621,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,110350,Centro de Salud Familiar Pudahuel Estrella,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,55.46655987184621
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",1072.0,2393.0,1,1,establecimiento,True,44.79732553280401,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,110351,Centro de Salud Familiar Pudahuel Poniente,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,44.79732553280401
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",1008.0,2115.0,1,1,establecimiento,True,47.65957446808511,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,110352,Centro de Salud Familiar Dr. Gustavo Molina,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,47.65957446808511
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",605.0,1352.0,1,1,establecimiento,True,44.74852071005917,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,110353,Centro de Salud Familiar Cardenal Raúl Silva Henríquez,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,44.74852071005917
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",1205.0,1948.0,1,1,establecimiento,True,61.85831622176592,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,110354,Centro de Salud Familiar Violeta Parra,Centro de Salud Familiar (CESFAM),Municipal,Primario,Vigente en Operación Habitual,True,61.85831622176592
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",124.0,293.0,1,1,establecimiento,True,42.32081911262799,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,110410,Centro Comunitario de Salud Familiar Irene Frei Montalva,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,42.32081911262799
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",89.0,169.0,1,1,establecimiento,True,52.662721893491124,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,110750,Centro Comunitario de Salud Familiar Concejal Guillermo Flores O.,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,52.662721893491124
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",126.0,246.0,1,1,establecimiento,True,51.21951219512195,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,110752,Centro Comunitario de Salud Familiar Padre Félix Gutiérrez Donoso,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,51.21951219512195
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",62.0,105.0,1,1,establecimiento,True,59.04761904761905,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,110754,Centro Comunitario de Salud Familiar Río Claro,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,59.04761904761905
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",90.0,165.0,1,1,establecimiento,True,54.54545454545454,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,110756,Centro Comunitario de Salud Familiar Mar Caribe,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,54.54545454545454
2024,7,Control de DM2,DM2 y seguimiento,%,calculado,"Mes 12, Col01 total.",98.0,183.0,1,1,establecimiento,True,53.551912568306015,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,110758,Centro Comunitario de Salud Familiar Santa Corina,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Primario,Vigente en Operación Habitual,True,53.551912568306015
